Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Decision
9.43,14.629,10.622,3.989,8.987,4.197,Moderate
8.736,14.621,11.593,4.385,7.955,4.547,Good
7.868,11.261,11.73,4.454,7.846,452.927,Moderate
9.292,15.246,13.041,5.159,7.672,457.455,Moderate
7.979,12.719,12.815,5.809,7.506,4.612,Good
6.602,11.162,12.492,5.05,6.732,442.617,Moderate
9.283,11.944,13.038,5.393,784.613,371.478,Critical
7.568,12.754,13.403,4.731,8.428,4.96,Good
8.611,11.502,11.116,3.026,8.136,414.446,Minor
8.72,13.29,14.119,5.01,7.583,3.727,Good
8.882,16.386,1377.36,5.532,7.272,388.879,Critical
9.363,12.537,1172.817,4.562,9.947,4.195,Critical
9.637,13.714,11.838,4.578,7.884,4.068,Good
9.014,9.765,1050.979,327.589,8.874,445.92,Critical
10.616,12.333,10.153,5.931,7.613,378.604,Minor
8.541,11.863,9.758,5.08,8.484,386.478,Minor
7.453,10.379,10.854,4.105,8.459,4.879,Good
7.619,15.385,12.06,5.243,10.097,4.287,Good
8.144,10.604,14.626,4.197,8.664,3.764,Good
9.147,11.502,11.966,3.955,7.502,4.78,Good
8.505,13.285,13.312,5.727,9.253,3.774,Good
1005.88,13.238,13.197,5.268,9.218,478.401,Critical
8.911,15.831,11.962,4.748,8.863,347.488,Minor
9.69,11.975,13.041,3.562,9.426,2.914,Good
9.189,11.377,11.771,3.734,7.269,5.305,Good
9.754,12.871,15.492,3.026,10.703,3.4,Good
7.934,11.865,11.036,5.608,7.543,356.088,Minor
8.121,12.561,13.321,4.924,8.292,364.098,Minor
841.813,11.201,11.854,4.385,10.049,4.111,Moderate
8.693,12.839,13.216,5.051,8.455,5.111,Good
9.112,13.11,10.998,5.193,8.342,430.652,Minor
9.607,15.711,11.816,4.845,10.679,498.42,Moderate
8.043,13.962,11.969,4.924,7.907,4.406,Good
9.69,13.479,1272.121,3.431,8.022,3.141,Critical
8.519,15.182,11.758,3.664,7.526,5.007,Good
7.812,13.479,11.525,4.971,8.924,4.242,Good
8.546,11.891,13.521,491.201,7.751,3.713,Moderate
8.363,13.389,12.376,5.01,787.056,3.706,Moderate
7.608,14.133,10.975,3.232,950.531,402.558,Critical
8.685,12.175,11.01,5.666,8.189,4.76,Good
9.299,13.479,11.399,5.554,7.802,281.621,Minor
8.565,13.523,13.62,4.707,8.573,3.729,Good
8.729,12.562,12.459,3.714,8.85,4.104,Good
7.296,12.436,1203.544,478.744,8.965,500.298,Critical
11.132,11.162,1210.852,373.365,8.876,4.157,Critical
8.008,12.396,10.603,6.359,9.218,3.667,Critical
7.258,13.422,11.771,4.3,7.216,465.66,Moderate
9.119,12.696,12.11,3.844,8.484,341.507,Minor
8.705,1455.81,1527.157,4.514,7.756,509.157,Critical
7.59,12.595,12.721,4.445,9.611,4.031,Good
8.492,12.745,12.109,5.217,7.321,346.148,Minor
9.208,13.39,10.646,5.867,9.603,4.426,Good
8.088,11.827,14.386,4.947,7.453,438.699,Moderate
9.214,13.422,12.518,4.749,8.654,410.682,Minor
10.104,14.3,11.661,392.03,8.876,422.841,Moderate
8.508,11.841,10.708,382.076,902.888,424.93,Critical
8.237,14.832,14.553,4.272,9.632,3.606,Good
7.85,12.998,11.061,4.55,9.624,4.146,Moderate
8.552,16.052,1235.49,4.481,8.19,430.187,Critical
9.302,14.277,9.812,3.984,7.595,485.547,Moderate
6.922,1284.204,10.86,5.266,8.04,3.779,Critical
8.051,15.711,12.49,5.188,8.425,3.243,Good
10.483,12.455,10.371,3.664,8.122,3.921,Good
8.373,13.238,13.043,451.727,8.14,5.019,Moderate
7.179,13.714,12.873,3.232,9.249,3.886,Good
9.37,12.045,12.901,4.413,8.149,3.492,Good
8.21,14.507,9.344,4.174,7.157,5.458,Good
7.68,14.031,13.038,4.233,8.506,4.76,Good
9.187,11.4,1502.049,4.661,9.321,461.222,Critical
8.531,10.419,9.812,4.481,8.492,428.259,Minor
7.415,13.119,12.458,4.123,9.321,342.154,Minor
9.071,13.797,10.646,6.472,8.774,4.367,Good
10.059,13.898,13.197,4.792,8.504,478.401,Moderate
9.58,14.03,11.525,3.821,7.357,361.907,Minor
8.216,10.093,1243.295,4.399,8.277,3.423,Critical
9.675,13.498,10.974,4.475,7.789,365.495,Minor
7.912,10.767,1477.391,4.86,8.749,386.921,Critical
11.096,12.046,1062.19,627.289,8.794,3.943,Critical
8.164,15.063,12.594,4.774,8.308,4.916,Good
6.366,13.328,10.597,545.048,7.81,3.995,Moderate
10.188,13.871,11.838,4.414,8.868,411.092,Minor
7.812,12.842,11.969,5.867,8.886,3.458,Good
9.17,16.148,1332.068,5.184,9.862,479.136,Critical
7.515,13.312,14.84,5.025,10.383,4.321,Good
8.895,11.109,1133.802,3.984,7.952,437.715,Critical
9.443,13.29,9.724,4.154,8.525,513.001,Moderate
10.086,10.936,12.922,4.027,8.573,5.156,Minor
9.108,13.599,11.549,5.809,9.683,354.588,Minor
8.318,11.484,15.252,5.315,8.136,3.458,Good
6.932,12.333,13.006,537.135,9.228,498.42,Critical
9.009,14.561,10.753,5.447,8.459,3.661,Good
8.673,10.89,13.941,4.657,10.049,4.157,Moderate
8.762,11.133,8.986,5.267,9.672,4.026,Good
8.508,14.643,1414.918,4.712,7.823,320.807,Critical
9.119,1260.123,12.642,5.984,7.453,4.05,Critical
8.164,13.12,9.801,6.128,7.871,4.575,Good
9.809,12.841,11.167,5.673,9.205,362.41,Minor
9.763,13.694,10.236,5.345,8.562,3.956,Good
9.103,14.629,12.11,4.123,8.308,347.16,Minor
6.932,13.12,10.646,4.47,9.672,534.933,Moderate
7.772,15.376,11.425,3.873,7.906,372.472,Minor
8.195,10.97,12.178,5.267,8.13,406.804,Minor
8.285,14.73,14.84,4.759,8.129,4.661,Good
10.266,1650.767,12.007,4.197,928.451,4.157,Critical
9.137,12.134,12.102,4.505,6.688,4.486,Good
6.402,13.493,12.246,5.337,9.256,487.876,Moderate
10.606,11.254,11.482,4.385,8.54,370.193,Minor
8.33,14.85,11.91,5.609,8,466.758,Moderate
7.837,13.796,1173.006,4.745,8.301,433.797,Critical
8.971,14.121,13.011,4.798,9.882,370.193,Minor
8.028,12.832,12.092,5.405,8.39,432.335,Moderate
8.284,14.852,10.148,4.798,8.749,3.774,Good
8.284,12.028,12.06,3.637,8.931,3.4,Good
8.258,11.439,10.371,406.469,7.583,355.015,Moderate
8.73,13.019,13.65,5.379,778.231,395.202,Critical
7.68,14.3,13.405,5.823,8.767,3.317,Good
9.538,12.48,10.19,4.744,8.698,3.492,Good
9.989,12.078,11.497,4.155,8.19,3.521,Moderate
8.035,13.856,11.46,4.188,9.652,4.017,Good
10.086,12.436,10.975,6.06,940.939,4.111,Critical
7.788,14.449,11.565,4.972,7.582,420.306,Minor
7.608,14.126,11.332,4.564,8.477,489.131,Moderate
8.46,13.479,13.38,5.306,8.211,4.188,Good
10.122,11.73,10.974,478.744,8.51,475.963,Critical
7.556,10.91,1271.843,503.933,8.466,4.486,Critical
10.18,13.763,11.457,6.749,7.613,334.523,Minor
9.319,15.587,11.338,5.931,8.495,3.196,Good
8.723,14.285,1091.709,6.449,9.257,4.338,Critical
9.292,13.577,12.54,5.124,7.634,4.438,Good
8.456,13.853,12.949,4.232,6.945,318.565,Minor
11.06,12.842,1209.156,4.413,8.54,4.121,Critical
8.72,12.74,10.974,5.097,8.558,4.191,Good
10.086,13.912,12.749,290.214,9.642,4.344,Minor
8.205,12.746,12.949,3.989,9.807,4.508,Good
9.443,12.465,11.036,5.395,9.542,476.467,Moderate
8.029,12.367,9.931,534.477,8.876,511.041,Critical
9.58,16.506,11.09,4.66,8.664,456.932,Moderate
8.386,10.464,14.386,4.819,7.906,392.469,Minor
856.12,11.57,9.801,553.208,732.044,5.333,Critical
7.614,13.013,10.456,3.488,9.02,4.996,Good
9.34,13.078,9.344,564.651,8.561,3.333,Moderate
7.989,1197.462,11.354,5.601,8.308,406.306,Critical
8.872,10.854,12.873,348.829,10.249,362.343,Moderate
8.72,13.14,14.774,6.359,9.039,457.013,Moderate
8.651,1339.04,10.242,5.354,9.957,4.564,Critical
7.007,14.288,11.169,4.185,7.244,556.063,Moderate
8.327,11.807,11.338,4.774,9.142,366.126,Minor
9.141,11.641,11.525,3.839,7.448,450.641,Moderate
7.18,13.595,13.579,6.072,8.565,4.05,Good
10.52,11.318,10.86,6.631,7.506,3.561,Moderate
9.147,13.54,13.871,5.061,7.672,5.523,Good
8.329,12.918,14.587,3.994,7.582,3.702,Minor
9.856,13.41,11.1,4.329,10.297,2.914,Good
9.538,13.48,10.179,5.124,8.794,5.111,Good
8.029,13.197,9.758,4.86,894.574,331.669,Critical
8.14,13.575,12.655,5.126,8.147,4.47,Good
8.008,12.045,13.901,4.798,9.256,4.288,Good
7.404,14.643,1111.582,4.635,8.202,4.406,Critical
8.685,13.881,12.718,5.569,8.176,3.775,Good
8.386,14.022,12.54,4.749,9.581,414.609,Minor
8.171,15.707,12.246,6.128,6.888,5.197,Good
874.495,14.761,11.879,4.367,10.737,545.761,Critical
7.978,13.868,11.312,4.722,7.952,443.831,Moderate
6.602,13.714,12.785,3.92,7.217,420.713,Minor
9.363,11.9,12.785,4.049,8.868,3.715,Good
9.194,1291.849,13.774,4.3,10.065,367.161,Critical
9.658,14.184,11.728,4.712,9.577,4.96,Good
8.884,11.572,10.594,515.934,8.579,4.798,Moderate
7.836,12.315,14.089,474.882,6.304,372.472,Moderate
9.809,13.54,10.122,4.733,10.479,463.81,Moderate
7.772,12.901,12.102,3.669,8.277,530.484,Moderate
8.541,14.445,11.169,426.268,902.607,295.041,Critical
6.402,11.402,11.962,5.601,845.882,4.287,Moderate
8.21,13.306,11.073,4.843,9.642,457.455,Moderate
8.736,14.948,11.167,448.078,9.123,371.478,Moderate
8.83,10.793,10.694,5.224,6.732,3.938,Moderate
9.17,13.599,11.606,4.981,8.442,4.802,Good
9.527,13.456,11.931,4.723,8.82,4.467,Moderate
9.538,11.676,12.221,4.232,9.542,4.146,Good
7.837,1339.04,12.785,557.327,10.264,312.737,Critical
8.918,16.043,1347.937,5.191,10.826,416.011,Critical
9.385,12.396,12.718,4.287,9.229,4.578,Good
8.72,13.12,11.934,5.533,8.244,439.977,Moderate
9.045,13.342,14.609,5.569,9.239,3.869,Good
9.513,13.883,9.758,404.928,853.879,3.702,Critical
8.72,14.558,1265.523,5.122,8.144,4.287,Critical
10.266,13.964,13.579,5.345,7.961,543.254,Moderate
9.009,12.27,12.54,4.554,8.861,4.78,Good
8.371,16.508,13.62,4.774,9.586,385.464,Minor
8.729,12.459,11.91,4.211,8.484,4.16,Critical
9.856,9.916,12.518,6.359,6.922,447.015,Moderate
7.59,13.59,13.778,485.764,9.807,489.131,Critical
8.351,12.688,12.54,4.232,10.383,3.766,Good
8.635,14.581,11.593,4.39,8.022,4.146,Good
10.122,11.013,1480.363,476.202,8.416,3.99,Critical
7.258,13.479,11.23,4.654,9.257,500.74,Moderate
8.546,14.264,13.312,5.666,9.149,3.774,Good
8.522,10.616,12.007,3.858,8.3,3.521,Good
8.541,13.262,10.942,4.745,7.874,452.454,Moderate
9.021,11.959,9.931,4.798,8.161,4.491,Good
8.729,14.03,11.457,477.443,7.32,394.79,Moderate
8.674,13.02,13.197,6.044,7.874,394.327,Minor
8.754,14.264,11.332,5.255,8.682,401.943,Minor
8.191,10.182,12.922,4.088,9.44,319.394,Minor
9.869,12.436,11.061,6.303,8.383,462.806,Moderate
9.265,12.139,12.313,5.533,7.961,3.148,Good
8.589,12.085,12.854,4.199,8.521,455.383,Moderate
8.062,14.492,11.966,5.088,8.144,412.098,Minor
11.439,14.761,11.525,4.023,8.82,449.064,Moderate
8.33,14.557,11.01,5.217,10.035,4.559,Good
8.186,13.559,9.51,4.517,9.173,4.016,Good
7.205,15.183,15.02,4.385,7.823,411.092,Minor
9.743,10.854,13.65,5.738,7.802,5.172,Good
7.504,14.651,11.806,579.64,8.525,4.47,Moderate
6.997,16.838,11.969,4.364,9.652,4.031,Good
9.562,10.822,1394.065,504.93,8.846,3.856,Critical
10.045,11.929,12.854,4.878,8.602,465.639,Moderate
9.499,15.18,13.901,5.823,8.698,4.237,Moderate
7.537,12.225,11.661,4.657,6.304,246.511,Minor
8.078,12.179,11.854,4.768,8.301,5.233,Good
9.071,14.948,1287.283,478.744,8.258,333.302,Critical
9.707,11.57,12.035,5.191,7.579,377.904,Minor
7.945,10.767,13.65,4.845,9.179,4.082,Good
8.816,14.387,12.49,497.478,7.583,3.713,Moderate
10.699,10.738,12.982,4.644,7.89,3.952,Good
9.796,12.601,14.609,4.393,8.176,3.275,Good
8.611,13.13,12.98,3.837,8.749,4.361,Good
8.148,14.738,8.612,4.858,8.156,4.017,Minor
10.786,12.832,12.119,4.197,8.176,4.423,Good
8.395,11.502,13.312,5.188,8.861,4.128,Good
7.427,15.93,13.552,4.875,8.484,3.975,Moderate
7.865,12.452,11.771,4.635,8.54,4.508,Good
8.911,14.147,13.579,6.589,10.473,378.999,Minor
8.685,12.746,13.97,4.172,7.58,4.235,Good
10.122,9.916,10.456,4.184,6.974,5.605,Good
9.265,13.637,972.352,5.341,9.817,4.562,Critical
10.171,12.561,13.046,4.172,10.283,4.742,Good
8.83,13.456,10.098,4.644,8.484,490.17,Moderate
9.077,13.359,10.917,5.097,980.749,5.296,Critical
7.619,12.105,8.986,4.833,7.806,448.075,Moderate
8.708,12.312,10.153,4.475,921.155,3.521,Critical
7.996,12.036,10.48,5.315,10.249,433.797,Moderate
8.508,15.758,10.25,4.579,8.3,501.867,Moderate
8.895,14.133,13.071,3.39,744.523,3.959,Moderate
7.806,13.559,14.178,4.455,7.321,5.024,Good
7.835,1245.454,1159.308,5.68,9.142,410.446,Critical
9.044,11.641,9.394,4.842,6.688,463.81,Moderate
10.059,13.797,1617.447,5.004,10.041,4.16,Critical
8.141,12.599,11.332,4.238,8.663,4.703,Good
9.79,12.095,11.525,5.255,8.47,3.345,Moderate
8.895,12.588,13.046,5.188,8.119,402.504,Minor
9.672,13.696,13.186,485.974,9.218,401.617,Critical
8.537,14.56,12.361,5.708,7.431,436.834,Moderate
6.997,12.134,1224.499,5.024,10.096,418.807,Critical
9.849,15.486,12.982,3.867,7.477,469.995,Moderate
9.276,10.767,1477.391,5.952,9.974,4.879,Critical
8.872,14.896,9.718,5.708,9.385,3.317,Good
9.953,12.465,11.399,4.979,9.17,3.561,Good
9.192,14.242,10.179,4.514,8.492,338.202,Minor
8.589,12.312,12.721,5.908,9.419,4.813,Good
9.4,15.127,13.186,3.581,8.931,4.323,Good
9.067,11.67,12.873,4.541,8.221,4.701,Good
9.482,15.829,11.816,5.508,7.234,436.691,Moderate
10.416,12.085,12.21,5.24,8.594,5.114,Good
9.153,11.394,11.061,5.447,7.453,357.183,Minor
10.446,13.087,12.518,5.074,7.583,3.322,Good
6.899,12.459,12.433,498.008,9.623,518.079,Critical
8.505,12.653,9.812,4.749,9.421,468.262,Moderate
7.516,13.138,13.35,5.379,8.258,362.41,Minor
9.519,13.387,13.994,464.597,892.38,3.661,Critical
7.338,12.139,16.174,4.393,7.357,368.796,Minor
9.787,13.48,11.457,4.878,9.033,3.574,Good
7.95,13.197,13.521,4.332,8.716,3.634,Good
9.302,14.45,1173.006,4.792,8.104,4.197,Critical
9.834,11.57,12.721,417.587,9.807,371.332,Moderate
10.641,13.93,11.934,3.664,8,4.607,Good
10.018,12.84,1183.228,4.481,8.149,4.525,Critical
7.415,12.794,14.216,3.777,7.583,484.864,Moderate
8.519,14.963,10.643,4.327,7.179,405.001,Minor
9.436,14.558,10.236,5.267,9.209,4.302,Good
10.768,13.479,1149.718,5.265,9.167,357.626,Critical
8.931,13.657,1142.545,6.185,8.497,5.21,Critical
9.743,14.445,10.569,5.356,8.207,383.092,Minor
10.699,11.4,1304.133,4.023,8.851,5.172,Critical
9.468,11.577,11.177,4.768,9.253,426.557,Minor
9.763,13.313,12.842,4.517,9.912,4.628,Good
8.911,13.523,10.975,3.979,9.624,540.228,Moderate
8.284,14.581,12.007,5.823,9.321,407.082,Minor
9.869,12.48,13.774,403.281,9.179,4.678,Minor
8.877,12.842,11.273,3.514,7.906,4.223,Good
7.608,13.291,14.21,4.908,8.868,499.62,Moderate
7.307,12.593,11.58,5.671,7.433,552.252,Moderate
9.416,14.057,12.749,4.283,8.462,461.222,Minor
7.537,16.052,10.975,5.194,7.632,477.985,Moderate
7.652,11.031,13.611,4.978,7.494,4.902,Good
9.108,13.143,14.216,567.312,7.272,369.359,Critical
8.258,11.26,10.753,5.224,8.54,496.29,Moderate
6.366,13.39,12.102,4.744,8.905,2.951,Good
10.416,14.147,12.402,505.05,8.512,3.546,Moderate
968.966,13.68,12.221,4.564,6.971,3.711,Critical
7.486,12.223,11.073,5.164,8.961,590.698,Moderate
9.292,11.994,12.5,5.913,8.488,432.164,Moderate
8.052,9.12,14.609,433.784,8.462,415.741,Moderate
8.872,12.928,11.549,5.088,9.309,5.233,Good
9.147,10.379,10.371,4.654,9.683,4.092,Good
9.834,12.689,1177.086,444.492,8.492,3.148,Critical
10.593,13.693,11.706,400.123,7.582,496.838,Critical
8.237,13.23,12.313,3.92,7.433,3.764,Good
8.571,13.13,11.399,4.66,7.494,366.673,Minor
9.093,12.922,10.456,4.761,10.383,4.615,Good
8.907,10.561,13.312,4.466,7.272,474.165,Moderate
897.082,12.27,10.25,3.51,7.738,362.343,Critical
7.383,12.315,12.092,4.806,9.225,3.422,Good
7.835,15.707,1127.348,5.532,7.875,4.367,Critical
8.45,11.881,9.718,523.91,7.768,476.467,Critical
9.071,10.093,13.046,5.024,10.041,4.267,Moderate
8.537,11.841,12.54,620.661,9.823,432.164,Critical
9.499,15.181,11.354,5.088,9.217,3.464,Good
8.29,13.961,12.49,528.416,8.202,402.558,Critical
8.886,1365.88,13.191,4.566,8.598,442.617,Critical
10.209,12.926,14.804,4.164,9.218,378.074,Minor
9.631,1389.83,14.844,4.602,8.447,469.995,Critical
9.214,10.556,11.962,5.463,8.905,349.187,Minor
6.638,11.4,11.482,3.984,9.681,2.829,Good
8.052,13.657,12.246,4.757,8.855,474.089,Moderate
8.22,12.036,13.403,4.714,7.772,5.024,Good
9.302,13.693,10.122,3.837,10.283,3.568,Critical
9.763,10.556,12.035,6.749,8.682,533.264,Moderate
9.905,14.075,14.386,4.107,885.802,4.662,Critical
9.607,13.479,11.611,4.711,8.521,378.988,Minor
7.837,12.588,11.565,3.721,8.365,393.762,Minor
8.186,11.841,12.57,4.096,799.047,3.872,Moderate
8.468,1396.121,1097.357,412.337,9.637,401.004,Critical
8.051,12.84,14.844,5.754,8.434,281.621,Minor
9.252,13.013,1319.141,4.737,7.541,444.794,Critical
8.635,10.975,11.832,5.641,8.659,476.467,Moderate
7.307,15.832,13.97,4.539,7.418,460.656,Moderate
8.407,13.291,993.071,4.866,982.102,4.121,Critical
9.299,11.499,12.49,3.581,7.613,3.33,Good
9.044,13.763,12.291,5.738,7.907,378.999,Minor
8.104,14.184,14.609,3.862,7.29,357.626,Minor
8.148,11.07,11.73,4.858,10.041,4.578,Good
9.675,14.581,10.975,4.463,7.875,366.126,Minor
7.978,12.244,11.09,5.124,8.611,4.055,Good
8.816,12.038,1085.957,4.399,9.209,4.121,Critical
838.048,10.227,11.966,418.418,879.407,5.019,Critical
7.81,13.132,11.565,463.457,7.967,3.329,Moderate
9.056,13.637,12.57,3.568,8.98,427.637,Minor
7.568,12.092,13.443,421.049,9.026,5.651,Minor
8.778,12.545,10.51,4.661,9.034,4.055,Good
8.258,12.452,15.49,4.481,6.732,4.314,Good
8.686,11.676,14.609,4.363,9.485,311.038,Minor
8.318,14.119,12.178,423.846,7.633,257.05,Moderate
9.4,13.657,11.201,5.923,9.07,4.701,Good
10.07,12.987,10.242,4.858,8.565,458.787,Moderate
10.181,14.452,13.479,5.239,9.256,4.189,Good
8.857,12.399,14.178,4.233,10.394,4.387,Moderate
8.603,12.443,11.116,4.657,8.54,333.302,Minor
8.567,13.288,11.115,4.455,6.953,3.345,Good
10.424,12.901,12.5,5.277,8.98,319.636,Minor
8.911,13.143,10.122,4.804,8.561,496.021,Moderate
8.593,11.88,11.312,4.707,9.016,5.043,Good
7.533,10.239,12.842,5.882,9.683,4.182,Good
9.123,14.451,11.931,5.409,865.6,361.196,Critical
8.412,11.864,12.49,4.364,7.601,498.42,Moderate
10.645,12.222,1220.978,4.888,8.022,3.86,Critical
8.171,12.413,14.523,5.673,6.864,4.249,Good
8.611,12.137,8.986,3.514,9.234,480.962,Moderate
7.979,13.692,10.694,475.672,8.437,4.813,Moderate
8.884,13.714,16.174,439.05,7.524,483.639,Critical
10.228,12.375,10.25,5.013,7.952,3.655,Good
8.338,11.285,12.361,5.51,9.07,354.998,Minor
9.008,10.936,13.186,4.645,8.525,437.656,Moderate
10.676,11.4,1172.787,4.657,9.385,474.089,Critical
7.1,12.223,12.275,529.76,7.961,394.237,Critical
9.153,13.962,8.994,436.74,9.116,5.197,Moderate
7.18,14.671,11.457,5.05,7.055,395.191,Minor
8.373,14.101,13.443,4.211,8.066,376.378,Minor
8.755,12.744,12.57,4.798,8.301,378.604,Minor
6.997,10.525,11.177,3.291,8.069,468.262,Moderate
8.508,10.464,12.119,4.609,9.184,3.697,Good
7.576,11.299,11.312,4.591,8.839,3.697,Good
10.089,13.239,11.201,5.584,963.272,4.188,Critical
9.208,12.551,11.966,6.044,9.605,338.202,Minor
9.265,11.881,12.835,5.378,8.277,4.202,Good
9.214,10.97,13.552,4.466,9.039,4.662,Moderate
8.695,13.422,13.994,5.399,7.448,4.487,Good
9.123,14.055,11.399,4.088,8.241,378.091,Minor
10.115,11.4,12.11,4.899,9.817,445.92,Moderate
10.159,10.864,1361.757,6.016,7.756,5.458,Critical
9.08,1290.423,9.384,4.11,8.104,360.635,Critical
963.737,13.659,12.458,5.013,7.25,525.877,Critical
10.278,15.368,13.186,5.636,9.309,389.647,Minor
8.21,11.724,9.758,5.122,8.411,4.448,Good
8.708,10.463,13.778,4.149,9.082,4.498,Moderate
8.902,13.39,12.361,5.087,856.153,4.671,Moderate
7.837,13.197,11.606,3.955,7.898,479.786,Moderate
8.522,14.069,13.552,3.562,8.664,366.673,Minor
8.505,13.868,11.234,4.469,9.247,4.76,Good
7.527,12.839,10.694,515.112,8.227,428.687,Critical
9.245,12.372,14.553,5.812,7.29,3.901,Good
9.4,12.768,12.98,516.355,9.123,3.852,Moderate
8.164,13.387,11.694,3.826,6.732,338.202,Minor
9.4,11.197,10.753,4.126,7.551,370.193,Minor
8.857,15.707,11.771,5.063,9.542,3.641,Good
8.146,17.181,12.758,418.795,10.679,4.584,Minor
8.073,13.119,1085.957,3.78,9.47,4.055,Critical
8.674,13.194,11.854,4.645,10.034,3.952,Good
919.395,13.96,12.901,4.329,9.477,3.934,Critical
9.675,14.445,11.116,3.88,6.888,3.11,Good
10.278,14.621,9.748,3.51,8.812,441.64,Moderate
8.318,12.179,14.178,4.505,8.332,4.423,Good
9.502,11.07,14.836,3.873,9.247,438.276,Moderate
9.141,10.677,11.669,4.455,10.529,401.748,Minor
9.68,12.065,12.785,4.394,8.851,3.729,Good
7.383,14.141,11.01,3.883,8.313,479.136,Moderate
7.879,15.037,12.246,4.722,7.182,371.478,Minor
8.567,13.883,9.931,4.205,7.272,393.618,Minor
10.122,14.643,13.419,4.657,7.802,3.818,Good
10.52,13.804,13.186,3.78,8.183,4.607,Minor
7.732,12.396,12.06,4.768,6.304,4.476,Good
8.329,13.033,12.361,4.798,9.94,311.038,Minor
9.997,14.751,12.275,5.211,8.868,4.108,Good
8.957,13.12,12.718,4.528,8.723,3.713,Good
7.912,10.227,11.593,5.277,7.767,448.69,Moderate
9.303,14.386,13.493,5.455,7.587,410.682,Minor
8.686,1100.691,9.748,5.136,10.681,424.196,Critical
9.485,11.927,13.901,5.282,8.066,376.378,Minor
9.147,13.454,11.09,5.532,9.184,318.054,Minor
9.153,1152.987,11.1,3.821,7.848,3.781,Critical
9.319,1507.012,10.122,5.163,9.285,4.856,Critical
8.157,13.389,11.036,5.05,9.652,5.19,Good
8.181,12.839,11.934,5.532,7.582,297.817,Minor
8.45,12.459,12.642,6.239,8.277,4.101,Good
7.307,15.711,1135.428,5.671,9.184,3.835,Critical
11.096,11.669,11.425,353.495,9.618,356.247,Moderate
931.253,1472.246,14.804,4.174,7.587,3.975,Critical
8.673,12.811,1166.121,5.052,8.241,4.562,Critical
7.661,14.156,12.079,4.657,8.723,3.127,Good
8.708,12.367,1006.53,5.087,8.868,4.584,Critical
7.989,1176.699,12.007,5.292,9.549,277.628,Critical
8.589,12.658,11.816,5.417,9.234,3.576,Good
9.52,12.374,1394.065,484.46,7.767,424.486,Critical
10.645,13.964,13.552,4.624,7.963,341.641,Minor
8.638,10.34,10.597,3.941,7.421,543.254,Moderate
7.822,15.255,11.58,4.003,8.832,3.065,Moderate
9.436,14.05,11.399,4.537,7.463,4.476,Good
7.18,12.656,10.297,5.277,10.264,4.071,Good
7.179,12.839,11.879,5.337,7.613,4.448,Moderate
7.772,12.61,9.812,4.654,8.834,3.43,Good
8.396,14.643,13.62,4.698,7.242,4.198,Good
9.394,11.477,13.35,3.562,6.687,4.657,Good
9.077,10.702,10.998,356.198,9.234,461.222,Moderate
9.905,14.445,10.098,5.871,8.54,387.36,Minor
9.646,15.368,10.153,537.845,7.579,4.944,Moderate
10.045,15.246,12.313,3.66,9.363,5.007,Good
8.571,15.154,12.291,428.3,8.588,4.944,Minor
7.732,11.997,11.758,3.821,7.583,361.907,Minor
10.645,12.719,11.962,3.893,7.903,4.569,Good
7.81,16.838,10.122,3.821,9.513,2.465,Good
9.718,15.183,11.931,4.972,7.961,471.491,Moderate
8.29,14.451,13.071,5.024,727.177,428.397,Critical
7.713,12.76,13.871,5.305,8.611,346.387,Minor
7.194,14.725,11.565,417.229,8.292,461.242,Moderate
8.22,15.392,11.01,5.178,7.211,430.652,Minor
9.071,12.899,1249.029,4.853,845.037,428.667,Critical
8.81,12.374,12.835,4.367,8.855,3.275,Good
7.246,13.02,12.854,5.708,9.89,402.575,Minor
7.68,11.243,10.098,4.3,6.045,3.729,Good
8.922,11.122,13.186,4.564,7.874,3.831,Good
9.607,14.558,14.609,5.282,8.492,450.641,Moderate
8.762,13.868,13.405,605.552,8.158,456.932,Critical
6.886,13.391,13.197,5.025,857.265,385.169,Critical
7.737,14.558,12.908,564.05,7.749,4.39,Moderate
7.68,11.377,11.201,4.096,8.916,419.541,Minor
7.837,16.838,11.312,5.184,7.272,4.117,Good
7.68,13.042,12.718,4.572,8.411,428.687,Minor
10.181,15.18,15.252,3.686,6.688,3.781,Moderate
9.585,12.842,13.871,6.072,9.157,422.295,Minor
10.115,14.139,12.376,4.455,8.095,4.476,Good
8.695,14.56,14.523,6.075,9.285,466.758,Moderate
9.093,14.464,11.592,4.744,10.479,4.672,Good
8.473,1239.907,10.917,4.469,9.707,392.131,Critical
7.987,13.469,10.629,5.013,9.239,410.104,Minor
10.768,12.314,11.758,4.272,8.594,491.649,Moderate
9.458,11.735,10.19,613.311,7.543,4.117,Moderate
9.601,11.072,10.122,5.231,6.364,427.749,Minor
10.52,12.244,13.046,5.626,7.448,362.003,Minor
9.112,13.081,12.035,5.569,9.149,3.76,Good
8.52,14.22,1347.271,4.065,8.462,341.641,Critical
8.237,14.832,1106.683,5.697,11.135,2.978,Critical
8.104,11.197,13.65,5.524,8.08,4.212,Good
8.035,13.577,14.216,516.307,9.629,341.641,Minor
6.602,13.194,10.831,507.366,8.602,412.086,Critical
10.606,11.007,10.974,5.41,7.211,3.715,Good
9.436,14.394,10.098,5.277,721.091,507.895,Critical
11.229,11.807,10.456,446.979,761.262,3.737,Critical
